"Nombre";"alcohol (etanol) (g)";"energía, total (kJ (kcal))";"grasa, total (lipidos totales) (g)";"proteina, total (g)";"agua (humedad) (g)";"fibra, dietetica total (g)";"carbohidratos (g)";"ácido graso 22:6 n-3 (ácido docosahexaenóico) (-)";"ácidos grasos, monoinsaturados totales (g)";"ácidos grasos, poliinsaturados totales (g)";"ácidos grasos saturados totales (g)";"ácido graso 12:0 (láurico) (-)";"ácido graso 14:0 (ácido mirístico) (g)";"ácido graso 16:0 (ácido palmítico) (g)";"ácido graso 18:0 (ácido esteárico) (g)";"ácido graso 18:1 n-9 cis (ácido oléico) (g)";"colesterol (mg)";"ácido graso 18:2 (g)";"ácido graso 18:3 (g)";"ácido graso 20:4 n-6  (ácido araquidónico) (-)";"ácido graso 20:5 (ácido eicosapentaenóico) (-)";"Vitamina A equivalentes de retinol de actividades de retinos y carotenoides (ug)";"Vitamina D (ug)";"Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E (mg)";"folato, total (ug)";"equivalentes de niacina, totales (mg)";"riboflavina (mg)";"tiamina (mg)";"Vitamina B-12 (ug)";"Vitamina B-6, Total (mg)";"Vitamina C (ácido ascórbico) (mg)";"calcio (mg)";"hierro, total (mg)";"potasio (mg)";"magnesio (mg)";"sodio (mg)";"fósforo (mg)";"ioduro (ug)";"selenio, total (ug)";"zinc (cinc) (mg)"
"Queso porrúa";"0";"1588 (381)
							";"32";"23.79";"39.41";"0";"traza";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"388";"0.25";"0.6";"20";"0.1";"0.3";"0.03";"1.5";"0.1";"traza";"847.6";"0.33";"146.22";"33.11";"438.35";"578.38";"-";"-";"3.4"
"Queso Raclette";"0";"1485 (356)
							";"28.3598";"25.6";"42.9";"0";"traza";"-";"7.9";"1.5";"17.4";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"216.667";"0.2";"0.5";"51";"0.1";"0.2";"0.02";"1.5";"0.07";"0";"550";"0.2";"112";"14";"760";"450";"-";"-";"2.3"
"Queso rallado, genérico";"0";"1645 (395)
							";"32.1";"26.92";"36.7";"0";"traza";"-";"9.3";"1.73";"17.12";"-";"-";"-";"-";"-";"120";"-";"-";"-";"-";"240.17";"0.26";"0.8";"10";"6.4";"0.319";"0.018";"2";"0.128";"0";"881";"0.349";"86";"33";"588";"581";"2";"1.6";"4.1"
"Queso roquefort";"traza";"1475 (354)
							";"32.8";"15.4";"41.6";"traza";"traza";"-";"9.1";"1.4";"20.6";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"309";"0.2";"0.77";"49";"5.6";"0.7";"0.2";"0.6";"0.1";"0";"600";"0.5";"600";"25";"1522";"445";"2";"14.5";"2"
"Queso San Simón";"0";"1846 (443)
							";"37.88";"26.15";"30.13";"0";"traza";"-";"9.63";"1.22";"20.58";"0.849";"2.998";"7.971";"3.434";"5.677";"90";"0.439";"0.16";"0.02";"0.009";"340";"0.25";"0.62";"20";"0.1";"0.3";"0.03";"1.5";"0.1";"traza";"954.69";"0.3";"123.29";"35.58";"552";"594.25";"2";"1.6";"3.34"
"Queso semicurado, genérico";"0";"1626 (390)
							";"30.4";"29";"38";"0";"0.5";"-";"9";"0.72";"18.9";"-";"-";"-";"-";"-";"87.8";"-";"-";"-";"-";"360";"0.28";"0.62";"21.3";"6.7";"0.3";"0.04";"1.5";"0.8";"0";"765";"0.64";"100";"36";"670";"520";"34.1";"1.6";"4"
"Queso serrat";"0";"1712 (411)
							";"35.63";"23.13";"35.74";"0";"traza";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"374";"0.25";"0.62";"20.65";"5.1";"0.3";"0.04";"1.5";"0.1";"0";"829.34";"0.17";"120.6";"30.65";"398.29";"534.91";"-";"-";"3.27"
"Queso servilleta";"0";"1350 (324)
							";"26.31";"22.17";"46.05";"0";"traza";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"374";"0.25";"0.62";"20.65";"5.1";"0.3";"0.04";"1.5";"0.1";"0";"762.09";"0.4";"112.29";"33.01";"636.16";"465.35";"-";"-";"3.02"
"Queso Tetilla";"0";"1559 (374)
							";"32.19";"21.62";"41.46";"0";"traza";"-";"10.06";"1.07";"21.45";"0.849";"2.998";"7.971";"3.434";"5.677";"90";"0.439";"0.16";"0.02";"0.009";"388.333";"0.25";"0.62";"20";"0.1";"0.3";"0.03";"1.5";"0.1";"traza";"809.01";"0.28";"102.03";"31.47";"540";"512.72";"2";"1.6";"3.3"
"Queso tierno, genérico";"0";"1382 (332)
							";"25.4";"26";"47";"0";"traza";"-";"7.28";"0.73";"13.68";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"218";"0.18";"0.6";"20";"5.2";"0.3";"0.02";"1.4";"0.2";"0";"470";"0.9";"100";"28";"670";"520";"34";"1.6";"3"
"Queso torta del casar";"0";"1508 (362)
							";"32.38";"18.25";"46.64";"0";"traza";"-";"7.53";"1.5";"21.8";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"340";"0.25";"0.62";"50";"0.1";"0.3";"0.03";"1.5";"0.1";"traza";"525.59";"0.53";"112.22";"33.14";"538.19";"388.56";"2";"1.6";"1.97"
"Queso tupí";"0";"2539 (609)
							";"59.81";"19.2";"19.16";"0";"traza";"-";"-";"-";"-";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"374";"0.25";"0.62";"20.65";"5.1";"0.3";"0.04";"1.5";"0.1";"0";"671.61";"0.2";"117.32";"26.8";"421.03";"421.36";"-";"-";"2.68"
"Queso Zamorano";"0";"2016 (484)
							";"42.19";"26.78";"24.8";"0";"traza";"-";"9";"0.54";"25.85";"-";"-";"-";"-";"-";"90";"-";"-";"-";"-";"388.333";"0.25";"0.62";"20";"0.1";"0.3";"0.03";"1.5";"0.1";"traza";"999.52";"1.06";"115.83";"49.23";"868.4";"640.36";"-";"-";"3.39"
"Quinoa, cruda";"0";"1276 (306)
							";"5.5556";"13.8";"11.5";"7.9";"49.195";"-";"1.4";"2.1";"0.5";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0.45";"30";"2.9";"0.4";"0.2";"0";"0.2";"0";"79";"7.8";"780";"210";"61";"230";"-";"8.5";"3.3"
"Rábano";"0";"66 (16)
							";"0.3";"0.6";"94.8";"1.2";"2.6";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2";"0";"traza";"50";"0.3";"0.04";"0.03";"0";"0.1";"23";"20";"0.8";"243";"7";"12";"18";"1.2";"2";"0.2"
"Rabo de toro";"0";"834 (200)
							";"14";"18.6";"67.4";"0";"0";"-";"6.6";"0.49";"6.3";"-";"-";"-";"-";"-";"70";"-";"-";"-";"-";"22";"-";"0.19";"8";"7";"0.064";"0.038";"1";"0.23";"0";"8.1";"1.9";"264";"18";"61";"139";"6";"1";"3.6"
"Rape, a la parrilla";"0";"396 (95)
							";"0.6";"22";"75.8";"0";"0";"-";"0.1";"0.2";"0.1";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"traza";"traza";"0.4";"8";"2";"0.08";"0.04";"1.04";"0.3";"traza";"12";"0.5";"388";"30";"88";"480";"-";"36.5";"0.6"
"Rape, crudo";"0";"293 (70)
							";"0.6";"15.9";"82.8";"traza";"traza";"0.084";"0.12";"0.16";"0.13";"-";"0.016";"0.109";"0.03";"0.033";"17";"0.005";"0.001";"0.02";"0.022";"0";"traza";"0.85";"7";"1.5";"0.06";"0.03";"0.9";"0.2";"0";"8";"0.3";"284";"21";"41";"330";"-";"36.5";"0.5"
"Rape, plancha";"0";"363 (87)
							";"2";"17";"81";"0";"0";"-";"0.16";"1.03";"0.51";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"0";"0";"0";"13";"2";"0.1";"0.07";"1";"0";"0.85";"64";"1";"274";"20";"109";"180";"-";"36.5";"0.5"
"Raya, cruda";"0";"410 (98)
							";"1.26";"20.56";"77.4";"0";"0.8";"0.22";"0.286";"0.532";"0.286";"-";"-";"-";"-";"-";"65";"0.003";"0.001";"0.133";"0.031";"3";"traza";"0";"3";"5.85";"0.01";"0.02";"6";"0.37";"0";"38";"0.75";"250";"30";"90";"155";"3";"36.5";"0.98"
"Refresco ""tipo gaseosa""";"0";"0 (0)
							";"0";"traza";"99.5";"0";"traza";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"traza";"traza";"0";"0";"0";"3";"traza";"3";"1";"25";"traza";"traza";"0";"traza"
"Refresco con gas, sabor cola, sin cafeina";"0";"183 (44)
							";"0";"0";"89.3";"0";"10.75";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0.03";"1";"1";"4";"12";"traza";"0.1";"0.01"
"Refresco con gas, sabor cola, sin cafeina, bajo en calorías";"0";"3 (1,)
							";"0";"0.1";"99.8";"0";"0.1";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0.023";"0.005";"0";"0";"0";"4";"0.03";"0";"1";"6";"9";"traza";"0.1";"0.08"
"Refresco de té";"0";"156 (37)
							";"traza";"0.1";"91.18";"0";"9.09";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"traza";"traza";"0.1";"0.01";"traza";"0";"traza";"0";"3";"traza";"19";"1";"21";"36";"traza";"traza";"0.06"
"Refresco de té, bajo en calorías";"0";"2 (0)
							";"traza";"0.1";"91.18";"0";"0";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"traza";"traza";"0.1";"0.01";"traza";"0";"traza";"0";"3";"traza";"19";"1";"21";"36";"traza";"traza";"0.06"
"Refresco tipo ""tónica""";"0";"156 (38)
							";"0";"0";"90.5";"0";"9.2";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"0.01";"0";"0.01";"0.02";"0.01";"0";"0";"traza";"2";"traza";"0";"0";"2";"0";"traza";"0";"traza"
"Refresco, con gas, sabor naranja";"0";"184 (44)
							";"traza";"traza";"89.2";"0";"10.8";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"16";"0";"traza";"1";"traza";"traza";"traza";"0";"traza";"1";"4";"traza";"18";"4";"6";"1";"1";"traza";"traza"
"Refresco, sabor cola";"0";"184 (44)
							";"0";"0";"89.2";"0";"10.85";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0.03";"1";"1";"8";"15";"0";"0.1";"0.01"
"Refresco, sabor cola, bajo en calorías";"0";"2 (0)
							";"0";"0";"99.9";"0";"0.1";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0.03";"4";"1";"7";"12";"0";"0.1";"0.03"
"Refresco, sabor limón, con gas";"0";"193 (46)
							";"traza";"traza";"88.664";"0";"11.3361";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"traza";"traza";"traza";"0.02";"traza";"0";"traza";"traza";"3.3587";"0.04";"4.3731";"5.6431";"4.2418";"0.5";"0";"0";"traza"
"Refresco, sabor naranja, sin gas";"0";"161 (39)
							";"traza";"0.1";"89.1";"0";"9.365";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"2.5";"0";"0.04";"4";"traza";"traza";"0.02";"0";"traza";"6";"13";"0.1";"40";"4";"1";"4";"0";"0";"traza"
"Regaliz";"0";"1352 (325)
							";"1.9";"3.9";"6.6";"2";"71.5";"-";"0.5";"0.7";"0.6";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"63";"8.1";"220";"38";"75";"29";"";"";"0.5"
"Remolacha, en conserva";"0";"123 (30)
							";"0.2";"1.2";"90.5";"2.5";"5.6";"-";"traza";"0.1";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"traza";"0";"traza";"2";"0.3";"0.03";"0.02";"0";"0.04";"2.8";"19";"0.5";"190";"13";"120";"17";"0.1";"traza";"0.3"
"Repollo";"0";"108 (26)
							";"0.4";"1.8";"89.3";"3.1";"3.7";"-";"traza";"0.3";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"4";"0";"0.2";"78";"0.3";"0.02";"0.12";"0";"0.2";"49";"57";"0.6";"270";"6";"16";"46";"2";"1";"0.4"
"Requesón";"0";"424 (102)
							";"4.3";"12.31";"80.1";"0";"3.3";"-";"1.16";"0.14";"2.045";"-";"-";"-";"-";"-";"13";"-";"-";"-";"-";"22.3";"0.03";"0.07";"27";"2.917";"0.25";"0.029";"0.78";"0.08";"0";"95";"0.3";"88";"9";"230";"150";"2";"4";"0.6"
"Riñón, de cordero, crudo";"0";"397 (95)
							";"2.9987";"16.8";"78.2";"0";"0";"0.011";"0.66";"0.58";"1";"0.003";"0.046";"1.194";"0.815";"1.113";"375";"0.683";"0.032";"0.248";"0.008";"133";"traza";"0.43";"30";"7.51";"2.1";"0.5";"54";"0.26";"8";"12";"7.4";"255";"16";"180";"255";"6";"93";"2.4"
"Riñón, de ternera, crudo";"0";"446 (107)
							";"4.324";"16.8";"77";"0";"0";"0.011";"0.96";"0.87";"1.4";"0.003";"0.046";"1.194";"0.815";"1.113";"375";"0.683";"0.032";"0.248";"0.008";"140";"1";"0.2";"55";"7";"2.2";"0.34";"25";"0.48";"12";"10";"8.6";"260";"16";"184";"260";"6";"93";"1.9"
"Rodaballo";"0";"407 (98)
							";"3.6";"16.1";"80.3";"0";"0";"0.303";"0.83";"1.19";"1.12";"0.001";"0.073";"0.284";"0.058";"0.195";"25";"0.121";"0.015";"0.022";"0.205";"14";"traza";"0";"10";"5.5";"0.14";"0.06";"2";"0.15";"traza";"22";"1";"290";"20";"114";"192";"16";"36.5";"0.5"
"Rollito de primavera";"0";"1046 (251)
							";"11.94";"8.28";"50.6";"2.6";"27.29";"-";"3.036";"5.601";"2.116";"-";"-";"-";"-";"-";"16";"-";"-";"-";"-";"1.2";"0";"0.02";"8";"2.725";"0.077";"0.165";"0.44";"0.167";"0";"40";"1.41";"165";"18";"468";"85";"2.7";"0";"0.62"
"Romero";"0";"1436 (345)
							";"15.2";"5";"9.3";"24.1";"46.4";"-";"3.014";"2.34";"7.37";"-";"-";"-";"-";"-";"";"-";"-";"-";"-";"313";"0";"0";"0";"1";"0";"0.5";"0";"0";"50";"317";"28.9";"550";"150";"50";"50";"-";"-";"0.93"
"Ron";"33.4";"969 (232)
							";"traza";"0";"66.5";"0";"traza";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0.1";"2";"traza";"1";"5";"0";"0";"0"
"Rosquilla";"0";"1459 (350)
							";"13.2";"7.8";"27";"2.7";"49.3";"-";"3.9";"0.8";"7.9";"-";"-";"-";"-";"-";"41";"-";"-";"-";"-";"76";"0.42";"0.67";"39";"3.18";"0.16";"0.2";"0.24";"0.12";"0";"93";"2.72";"90";"11";"281";"150";"15";"9.1";"0.3"
"Rúcula";"0";"130 (31)
							";"0.66";"2.58";"91.71";"1.6";"3.65";"-";"0.049";"0.319";"0.086";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"596";"0";"0.43";"97";"0.305";"0.086";"0.044";"0";"0.073";"15";"160";"1.46";"369";"47";"27";"52";"-";"0.3";"0.47"
"Sal de mar";"0";"0 (0)
							";"traza";"0";"4";"0";"0";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"2";"56";"70";"35000";"1";"74";"0";"0.1"
"Sal yodada";"0";"0 (0)
							";"0";"0";"traza";"0";"0";"-";"0";"0";"0";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0.2";"traza";"290";"38850";"8";"600";"0.1";""
"Salami";"0";"1812 (435)
							";"40.2";"17.8";"28.4";"0.1";"1.3";"-";"19.09";"4";"14.86";"-";"-";"-";"-";"-";"80";"-";"-";"-";"-";"1.7";"0.7";"0.11";"3";"3.3";"0.2";"0.29";"1.5";"0.3";"0";"17";"2.2";"240";"12";"1962";"208";"1.7";"6.9";"1.7"
"Salchicha de pollo fresca";"0";"1278 (307)
							";"28.1";"13.12";"55.41";"0";"0.9";"0.005";"13";"2.602";"10.545";"0.012";"0.164";"2.892";"1.542";"4.021";"67";"-";"1.107";"0.044";"-";"0";"0";"0";"3.4";"4.56";"0.16";"0.18";"1.51";"0.16";"0";"34.54";"1.44";"210";"9.42";"1060";"150";"1.77";"11.5";"2.62"
"Salchicha, fresca";"0";"1278 (307)
							";"28.1";"13.12";"55.41";"0";"0.9";"0.005";"12.3";"2.602";"10.545";"0.012";"0.164";"2.892";"1.542";"4.021";"67";"1.485";"1.107";"0.044";"-";"0";"0";"0";"3.4";"4.56";"0.16";"0.18";"1.51";"0.16";"0";"34.54";"1.44";"210";"9.42";"1060";"150";"1.77";"11.5";"2.62"
"Salchicha, tipo ""frankfurt""";"0";"1200 (288)
							";"26";"12.7";"56.4";"0.1";"1.3";"-";"12.02";"2.96";"9.33";"0.027";"0.381";"5.999";"3.024";"8.375";"65";"3.788";"0.275";"0.057";"-";"15";"0.2";"0.15";"3";"2.4";"0.2";"0.3";"0.5";"0.1";"0";"20";"1";"170";"11";"900";"173";"6.9";"8.3";"1.4"
"Salchicha, tipo país, a la plancha";"0";"1607 (386)
							";"34.5";"18.57";"42.86";"0";"0.86";"-";"10.68";"2.42";"8.57";"-";"-";"-";"-";"-";"85.71";"-";"-";"-";"-";"0";"0";"0.29";"2.14";"3.2";"0.18";"0.29";"1.14";"0.23";"1.14";"21.43";"1.71";"214.29";"11.43";"857.14";"178.57";"5.5";"9.2";"3.93"
"Salchicha, tipo viena";"0";"1142 (274)
							";"25.2";"10.3";"62.5";"0";"2";"-";"12.5";"1.7";"9.3";"-";"-";"-";"-";"-";"52";"-";"-";"-";"-";"0";"0.2";"0.22";"4";"1.61";"0.11";"0.34";"1.02";"0.12";"0";"10";"0.88";"101";"7";"953";"49";"5.5";"16.9";"1.6"
"Salchichón";"0";"1757 (422)
							";"34.7";"25.8";"38";"0";"2";"traza";"15.93";"5.83";"12.3";"traza";"0.44";"7.447";"1.414";"12.72";"72";"3.713";"0.25";"traza";"traza";"traza";"traza";"0.28";"3";"10";"0.21";"0.2";"1";"0.15";"0";"15";"2.4";"207";"10";"1060";"260";"14.7";"26.1";"1.7"
"Salema, cruda";"0";"432 (104)
							";"0.95";"12.7";"77.2";"0";"7.9";"0.066";"0.16";"0.27";"0.45";"-";"0.039";"0.25";"0.072";"0.111";"67";"0.016";"0.001";"0.088";"0.087";"2.2";"14";"2.6";"6";"7.8";"0.07";"0.07";"2";"0.45";"0";"694";"0.4";"280";"26";"177";"-";"7";"28";"0.5"
"Salmón";"0";"757 (182)
							";"12";"18.4";"69.6";"0";"0";"0.956";"5.43";"3.1";"2.16";"-";"0.14";"0.84";"0.24";"1.58";"50";"0.44";"0.08";"0.04";"0.524";"13";"8";"2";"26";"10.4";"0.15";"0.2";"5";"0.75";"0";"27";"0.7";"310";"26";"98";"250";"28.3";"20";"0.8"
"Salmón ahumado";"0";"754 (181)
							";"8.7";"25.4";"67.68";"0";"0";"-";"3.39";"1.44";"1.36";"-";"-";"-";"-";"-";"35";"-";"-";"-";"-";"15";"19";"1.7";"2";"13.7";"0.17";"0.16";"3";"0.28";"0";"19";"0.6";"420";"32";"1880";"250";"28";"32.4";"0.4"
"Salmón, plancha";"0";"750 (180)
							";"11";"20.2";"68.8";"0";"traza";"-";"4.4";"3.1";"1.9";"-";"-";"-";"-";"-";"50";"-";"-";"-";"-";"13";"8";"1.91";"16";"7.2";"0.13";"0.2";"4";"0.68";"0";"13";"0.4";"360";"27";"45";"250";"37";"0";"0.6"
"Salmonete";"0";"377 (90)
							";"3.7";"14.1";"82.2";"0";"0";"0.45";"0.84";"0.62";"1.07";"0.006";"0.215";"1.668";"0.378";"1.705";"49";"0.115";"0.034";"0";"0.459";"traza";"0.8";"0.51";"11";"1.9";"0.07";"0.05";"2";"0.42";"0";"30";"0.7";"340";"25";"91";"220";"190";"29";"0.5"
"Salsa agridulce";"0";"504 (121)
							";"2.38";"0.48";"71.24";"0.8";"23.99";"-";"0.695";"1.142";"0.37";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"2";"0.2";"0.015";"0.027";"0";"0.044";"0";"18";"0.85";"66";"7";"353";"9";"0.53";"";"0.08"
"Salsa al curry";"0";"326 (78)
							";"2.3";"0.7";"87.9";"0.3";"9.1";"-";"0.7";"0.1";"1.3";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"18.6";"0";"0.2";"6.9";"0.3";"0.03";"traza";"0";"0.02";"traza";"30";"1.1";"180";"18";"980";"31";"1.6";"0.2";"0.2"
"Salsa al roquefort";"0";"1883 (452)
							";"47.4874";"7.23";"46.538";"0";"0.1942";"-";"28.129";"4.497";"12.772";"-";"-";"-";"-";"-";"38";"-";"-";"-";"-";"117.573";"0.076";"4.6626";"20.14";"0.266";"0.0228";"0.0152";"0.228";"0.0456";"0";"234.08";"0.362";"75.64";"17.76";"933.2";"176.78";"14.8";"1";"0.776"
"Salsa barbacoa";"0";"740 (178)
							";"1.8";"1.8";"51";"5.91";"37.81";"-";"0.8";"0.7";"0.3";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"86.7";"0";"6.6";"3";"1.2";"0.02";"0.03";"0";"0.08";"7";"19";"0.9";"170";"19";"810";"20";"5.3";"1.3";"0.2"
"Salsa bechamel";"0";"634 (152)
							";"10.3";"4.1";"74.5";"0.3";"10.8";"-";"3.5";"1.8";"4.4";"-";"-";"-";"-";"-";"26";"-";"-";"-";"-";"127.83";"0.62";"0.71";"4";"0.963";"0.18";"0.05";"0.4";"0.06";"traza";"130";"0.2";"160";"15";"400";"110";"19";"1";"0.4"
"Salsa boloñesa";"0";"605 (145)
							";"11.1";"8";"76.4";"1.1";"3.4";"-";"4.7";"2.6";"3.1";"-";"-";"-";"-";"-";"25";"-";"-";"-";"-";"212.5";"traza";"1.93";"7";"3.2";"0.11";"0.07";"0.8";"0.16";"4";"23";"1.4";"310";"14";"430";"79";"4";"2";"1.7"
"Salsa carbonara";"0";"1269 (305)
							";"29.9394";"7.481";"60.039";"0";"2.01";"-";"9.931";"1.1171";"17.574";"-";"-";"-";"-";"-";"96.8";"-";"-";"-";"-";"189.837";"0.332";"0.502";"0.66";"0.9642";"0.1264";"0.1651";"0.298";"0.0925";"0";"35.15";"0.332";"133";"9.28";"185.1";"78.15";"5.3";"3";"0.7481"
"Salsa de queso";"0";"459 (110)
							";"6.1";"5.3";"77.03";"0.5";"8.4";"-";"1.704";"1.202";"2.568";"-";"-";"-";"-";"-";"29";"-";"-";"-";"-";"67";"0.09";"0.29";"5";"1.4";"0.23";"0.04";"0.5";"0.07";"1";"160";"0.1";"170";"14";"460";"170";"14.8";"3.2";"0.6"
"Salsa de soja";"0";"266 (64)
							";"0.1";"8.7";"65.08";"1.6";"6.7";"-";"0.017";"0.044";"0.011";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"0";"11";"4.8";"0.13";"0.05";"0";"0.2";"0";"19";"2.7";"360";"43";"5720";"210";"";"0.8";"0.2"
"Salsa napolitana";"0";"317 (76)
							";"4.7";"1.9";"86.9";"1.4";"6.5";"-";"1.4";"2.9";"0.47";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"57.49";"0";"3.09";"5.29";"1.095";"traza";"0.09";"0.63";"0.1";"1.9";"33.4";"18.4";"214.3";"29.4";"773.2";"67.3";"14";"0.6";"1.54"
"Salsa siciliana, picante";"0";"281 (67)
							";"4.6";"1.3";"58.6";"1.8";"5.2";"-";"3.4";"0.63";"0.59";"-";"-";"-";"-";"-";"2";"-";"-";"-";"-";"31.61";"0";"1.64";"6.31";"3.917";"traza";"0.09";"0.91";"0.12";"1";"35.6";"13.4";"143.2";"37.3";"1343";"54.2";"1.4";"1.4";"1.03"
"Salsa vinagreta, con aceite de oliva";"0";"2662 (639)
							";"71.7573";"0.2";"21.9";"0";"0.2";"-";"50.4";"8.1";"10.1";"-";"-";"-";"-";"-";"traza";"-";"-";"-";"-";"0.3333";"0";"9.5";"0";"0";"0";"0";"0";"0";"0";"8";"0.2";"34";"11";"700";"8";"0";"1.6";"0"
"Salvado de trigo";"0";"791 (190)
							";"4.25";"15.55";"9.9";"42.8";"21.72";"-";"0.637";"2.212";"0.63";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"0";"0";"2.32";"79";"18.28";"0.577";"0.523";"0";"1.303";"0";"73";"10.57";"1182";"611";"2";"1013";"0";"77.6";"7.27"
"San jacobo, congelado";"0";"992 (238)
							";"13.34";"4.14";"52.8";"4.52";"25.16";"-";"4.2";"5.584";"2.484";"-";"-";"-";"-";"-";"31";"-";"-";"-";"-";"11.4";"0.7";"0.67";"12.02";"4.9";"0.17";"0.42";"13.41";"0.11";"0";"31.1";"0.97";"214.3";"20.8";"493.3";"187.3";"21.6";"10.2";"0.29"
"Sandía";"0";"83 (20)
							";"traza";"0.4";"94.6";"0.5";"4.5";"-";"0";"0.1";"0.1";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"18";"0";"0.1";"3";"0.3";"0.02";"0.02";"0";"0.07";"5";"7";"0.3";"120";"11";"4";"5.5";"traza";"traza";"0.1"
"Sangría";"7.9";"297 (71)
							";"traza";"0.2";"87.6";"traza";"3.8";"-";"traza";"traza";"traza";"-";"-";"-";"-";"-";"0";"-";"-";"-";"-";"1";"traza";"0.01";"0";"0.07";"0.01";"0.01";"traza";"traza";"4";"7";"0.5";"78";"10";"3";"9";"0";"0";"0.3"
"Sardina";"0";"585 (140)
							";"7.5";"18.1";"74.4";"0";"0";"0.676";"1.8";"2.28";"2.64";"-";"0.143";"0.54";"0.192";"0.373";"100";"0.056";"0.026";"0.046";"0.254";"64";"8";"1.6";"8";"6.4";"0.38";"0.12";"8.5";"0.96";"0";"43";"1.1";"24";"29";"100";"475";"16";"30";"0.5"
"Sardina, asada";"0";"1068 (256)
							";"21.2";"16.67";"75.5";"0";"0";"-";"2.8";"2.9";"2.6";"-";"-";"-";"-";"-";"79.8";"-";"-";"-";"-";"56.61";"7.11";"1.44";"6.09";"5.76";"0.26";"0.04";"24.85";"0.82";"0";"83.3";"2.5";"18.5";"23.85";"57.5";"245.1";"26.83";"0";"0.82"
"Sardina, enlatada, en aceite, escurrida";"0";"990 (237)
							";"15.75";"23.93";"58.88";"0";"0";"-";"7.17";"4.85";"2.8";"-";"-";"-";"-";"-";"65";"-";"-";"-";"-";"49";"8.2";"0.3";"8.7";"12.57";"0.31";"0.04";"29.6";"0.47";"0";"314";"2.9";"388";"49.3";"366";"430";"33.4";"50";"2.8"
"Sardina, enlatada, en escabeche";"0";"546 (131)
							";"7.5";"15";"76.7";"0";"0.8";"-";"1.8";"2.28";"2.64";"-";"-";"-";"-";"-";"100";"-";"-";"-";"-";"58";"7";"1.6";"7";"5.9";"0.34";"0.11";"26";"0.96";"traza";"30";"0.9";"260";"26";"760";"280";"10";"30";"0.4"
